Dept_Name,Expense_Class,Object_Expenditure,Approp_Type,2024_Actual_New_General,2024_Actual_Automatic,2024_Actual_Total,2025_Program_New_General,2025_Program_Automatic,2025_Program_Total,2026_GAA_New_General,2026_GAA_Automatic,2026_GAA_Total,Page_No
Department of Public Works and Highways (DPWH),Capital Outlays,Buildings and Other Structures,None,80788509,0,80788509,103923748,0,103923748,98702980,0,98702980,61
Department of Public Works and Highways (DPWH),Capital Outlays,Machinery and Equipment Outlay,None,272366,0,272366,455479,0,455479,1400431,0,1400431,61
Department of Science and Technology (DOST),Salaries and other Lump-sums,Basic Salary,None,2929590,0,2929590,2627255,0,2627255,3170391,0,3170391,61
Department of Science and Technology (DOST),Other Compensation Common to All,Personnel Economic Relief Allowance,None,121587,0,121587,121248,0,121248,127680,0,127680,62
Department of Science and Technology (DOST),Other Compensation Common to All,Representation Allowance,None,24828,0,24828,26700,0,26700,27024,0,27024,62
Department of Science and Technology (DOST),Other Compensation Common to All,Transportation Allowance,None,17737,0,17737,26052,0,26052,26376,0,26376,62
Department of Science and Technology (DOST),Other Compensation Common to All,Clothing and Uniform Allowance,None,34218,0,34218,35455,0,35455,37331,0,37331,62
Department of Science and Technology (DOST),Other Compensation Common to All,Honoraria,None,7638,0,7638,7406,0,7406,7489,0,7489,62
Department of Science and Technology (DOST),Other Compensation Common to All,Overtime Pay,None,7295,0,7295,0,0,0,0,0,0,62
Department of Science and Technology (DOST),Other Compensation Common to All,Year End Bonus,None,212109,0,212109,218940,0,218940,264206,0,264206,62
Department of Science and Technology (DOST),Other Compensation Common to All,Mid-Year Bonus Civilian,None,222269,0,222269,218940,0,218940,264206,0,264206,62
Department of Science and Technology (DOST),Other Compensation Common to All,Cash Gift,None,24577,0,24577,25325,0,25325,26665,0,26665,62
Department of Science and Technology (DOST),Other Compensation Common to All,Productivity Enhancement Incentive,None,24968,0,24968,25325,0,25325,26665,0,26665,62
Department of Science and Technology (DOST),Other Compensation Common to All,Per Diems,None,736,0,736,902,0,902,704,0,704,62
Department of Science and Technology (DOST),Other Compensation Common to All,Step Increment,None,0,0,0,6567,0,6567,7927,0,7927,62
Department of Science and Technology (DOST),Other Compensation Common to All,Performance Based Bonus,None,114014,0,114014,0,0,0,0,0,0,62
Department of Science and Technology (DOST),Other Compensation Common to All,Collective Negotiation Agreement,None,112203,0,112203,0,0,0,0,0,0,62
Department of Science and Technology (DOST),Other Compensation for Specific Groups,Magna Carta for Science & Technology Personnel,None,866789,0,866789,1043190,0,1043190,1232885,0,1232885,62
Department of Science and Technology (DOST),Other Compensation for Specific Groups,Hazard Pay,None,449,0,449,0,0,0,0,0,0,62
Department of Science and Technology (DOST),Other Compensation for Specific Groups,Night Shift Differential Pay,None,10591,0,10591,22196,0,22196,30937,0,30937,62
Department of Science and Technology (DOST),Other Compensation for Specific Groups,Lump-sum for filling of Positions Civilian,None,0,0,0,67924,0,67924,99734,0,99734,62
Department of Science and Technology (DOST),Other Compensation for Specific Groups,Other Personnel Benefits,None,132377,0,132377,0,0,0,0,0,0,62
Department of Science and Technology (DOST),Other Compensation for Specific Groups,Anniversary Bonus Civilian,None,1188,0,1188,237,0,237,57,0,57,62
Department of Science and Technology (DOST),Other Benefits,Retirement and Life Insurance Premiums,None,0,338523,338523,0,315271,315271,0,380449,380449,62
Department of Science and Technology (DOST),Other Benefits,PAG-IBIG Contributions,None,11561,0,11561,12157,0,12157,12807,0,12807,62
Department of Science and Technology (DOST),Other Benefits,PhilHealth Contributions,None,65469,0,65469,64617,0,64617,77422,0,77422,62
Department of Science and Technology (DOST),Other Benefits,Employees Compensation Insurance Premiums,None,6142,0,6142,6055,0,6055,6402,0,6402,62
Department of Science and Technology (DOST),Other Benefits,Terminal Leave,None,107856,0,107856,59152,0,59152,76018,0,76018,62
Department of Science and Technology (DOST),Other Benefits,Loyalty Award Civilian,None,3911,0,3911,4615,0,4615,4175,0,4175,62
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Travelling Expenses,None,235389,0,235389,236950,0,236950,299853,0,299853,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,7641824,0,7641824,7866700,0,7866700,8133626,0,8133626,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,509130,146,509276,677358,0,677358,804344,0,804344,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Utility Expenses,None,325282,741,326023,347286,0,347286,455408,0,455408,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Communication Expenses,None,251573,16,251589,281318,0,281318,332152,0,332152,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Awards/Rewards and Prizes,None,59599,0,59599,68489,0,68489,74106,0,74106,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Survey Research Exploration and Development Expenses,None,122171,0,122171,42786,0,42786,74376,0,74376,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Professional Services,None,783176,1459,784635,887829,0,887829,833000,0,833000,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,General Services,None,471284,1201,472485,396139,0,396139,442206,0,442206,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Repairs and Maintenance,None,339036,68,339104,454949,0,454949,1010018,0,1010018,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Financial Assistance/Subsidy,None,8548276,0,8548276,8803475,0,8803475,8919353,0,8919353,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,109376,31029,140405,133211,0,133211,150513,0,150513,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Labor and Wages,None,20181,0,20181,9795,0,9795,21654,0,21654,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,8298,0,8298,8684,0,8684,8800,0,8800,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Advertising Expenses,None,7004,0,7004,30782,0,30782,35493,0,35493,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Printing and Publication Expenses,None,20032,0,20032,26988,0,26988,30565,0,30565,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Representation Expenses,None,78920,32,78952,72759,0,72759,120790,0,120790,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,11869,107,11976,8264,0,8264,18235,0,18235,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Rent/Lease Expenses,None,151991,0,151991,160412,0,160412,200323,0,200323,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,3784,0,3784,2691,0,2691,3157,0,3157,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Subscription Expenses,None,67898,0,67898,82239,0,82239,222999,0,222999,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Litigation/Acquired Assets Expenses,None,1696,0,1696,2000,0,2000,2100,0,2100,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Bank Transaction Fee,None,8,0,8,16,0,16,16,0,16,63
Department of Science and Technology (DOST),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,116370,0,116370,192436,0,192436,59295,0,59295,63
Department of Science and Technology (DOST),Capital Outlays,Land Improvements Outlay,None,4336,0,4336,0,0,0,22000,0,22000,64
Department of Science and Technology (DOST),Capital Outlays,Infrastructure Outlay,None,19509,0,19509,1210,0,1210,146374,0,146374,64
Department of Science and Technology (DOST),Capital Outlays,Buildings and Other Structures,None,739154,0,739154,1548706,0,1548706,1488154,0,1488154,64
Department of Science and Technology (DOST),Capital Outlays,Machinery and Equipment Outlay,None,1323912,150,1324062,1584011,0,1584011,2011301,0,2011301,64
Department of Science and Technology (DOST),Capital Outlays,Transportation Equipment Outlay,None,77852,0,77852,76961,0,76961,240940,0,240940,64
Department of Science and Technology (DOST),Capital Outlays,Furniture Fixtures and Books Outlay,None,20822,0,20822,8729,0,8729,2250,0,2250,64
Department of Science and Technology (DOST),Capital Outlays,Loans Outlay,None,10000,0,10000,10000,0,10000,10000,0,10000,64
Department of Science and Technology (DOST),Capital Outlays,Intangible Assets Outlay,None,50,0,50,0,0,0,2200,0,2200,64
Department of Social Welfare and Development (DSWD),Salaries and other Lump-sums,Basic Salary,None,2731327,0,2731327,1640795,0,1640795,2137817,0,2137817,64
Department of Social Welfare and Development (DSWD),Other Compensation Common to All,Personnel Economic Relief Allowance,None,123064,0,123064,86376,0,86376,96096,0,96096,64
Department of Social Welfare and Development (DSWD),Other Compensation Common to All,Representation Allowance,None,34499,0,34499,19068,0,19068,23610,0,23610,64
Department of Social Welfare and Development (DSWD),Other Compensation Common to All,Transportation Allowance,None,25469,0,25469,18576,0,18576,22770,0,22770,64
Department of Social Welfare and Development (DSWD),Other Compensation Common to All,Clothing and Uniform Allowance,None,33938,0,33938,25193,0,25193,28028,0,28028,64
Department of Social Welfare and Development (DSWD),Other Compensation Common to All,Honoraria,None,5,0,5,414,0,414,414,0,414,64
Department of Social Welfare and Development (DSWD),Other Compensation Common to All,Overtime Pay,None,36247,0,36247,0,0,0,0,0,0,64
Department of Social Welfare and Development (DSWD),Other Compensation Common to All,Year End Bonus,None,202612,0,202612,136735,0,136735,178153,0,178153,64
Department of Social Welfare and Development (DSWD),Other Compensation Common to All,Mid-Year Bonus Civilian,None,186293,0,186293,136735,0,136735,178153,0,178153,64
Department of Social Welfare and Development (DSWD),Other Compensation Common to All,Cash Gift,None,25806,0,25806,17995,0,17995,20020,0,20020,64
Department of Social Welfare and Development (DSWD),Other Compensation Common to All,Productivity Enhancement Incentive,None,30768,0,30768,17995,0,17995,20020,0,20020,65
Department of Social Welfare and Development (DSWD),Other Compensation Common to All,Per Diems,None,16009,0,16009,17902,0,17902,17902,0,17902,65
Department of Social Welfare and Development (DSWD),Other Compensation Common to All,Step Increment,None,0,0,0,4101,0,4101,5344,0,5344,65
Department of Social Welfare and Development (DSWD),Other Compensation Common to All,Performance Based Bonus,None,246792,0,246792,0,0,0,0,0,0,65
Department of Social Welfare and Development (DSWD),Other Compensation Common to All,Collective Negotiation Agreement,None,605573,0,605573,0,0,0,0,0,0,65
Department of Social Welfare and Development (DSWD),Other Compensation for Specific Groups,RATA of Sectoral/Alternate Sectoral Representatives,None,1177,0,1177,1100,0,1100,1100,0,1100,65
Department of Social Welfare and Development (DSWD),Other Compensation for Specific Groups,Magna Carta for Public Health Workers,None,13847,0,13847,1506,0,1506,1348,0,1348,65
Department of Social Welfare and Development (DSWD),Other Compensation for Specific Groups,Magna Carta for Public Social Workers,None,121425,0,121425,107368,0,107368,136750,0,136750,65
Department of Social Welfare and Development (DSWD),Other Compensation for Specific Groups,Quarters Allowance,None,17,0,17,0,0,0,0,0,0,65
Department of Social Welfare and Development (DSWD),Other Compensation for Specific Groups,Overseas Allowance,None,0,0,0,0,0,0,3777,0,3777,65
Department of Social Welfare and Development (DSWD),Other Compensation for Specific Groups,Hazard Pay,None,8079,0,8079,0,0,0,0,0,0,65
Department of Social Welfare and Development (DSWD),Other Compensation for Specific Groups,Lump-sum for Personnel Services,None,0,0,0,11192,0,11192,0,0,0,65
Department of Social Welfare and Development (DSWD),Other Compensation for Specific Groups,Other Personnel Benefits,None,445633,0,445633,0,0,0,0,0,0,65
Department of Social Welfare and Development (DSWD),Other Compensation for Specific Groups,Anniversary Bonus Civilian,None,120,0,120,0,0,0,9459,0,9459,65
